fitness,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,box,cls,dfl,hsv_h,hsv_s,hsv_v,degrees,translate,scale,shear,perspective,flipud,fliplr,bgr,mosaic,mixup,copy_paste
0.0,0.00424,0.00986,0.90235,0.00037,5.0,0.80108,4.57049,0.53263,1.50017,0.03994,0.84089,0.46242,0.0,0.13292,0.26498,0.0,0.0,0.0,0.46332,0.0,0.72986,0.0,0.0
0.0,0.00446,0.00977,0.88232,0.00053,4.16238,0.61281,6.05408,0.51231,1.71278,0.03411,0.76935,0.41185,0.0,0.13838,0.37089,0.0,0.0,0.0,0.53894,0.0,0.88536,0.0,0.0
0.81563,0.00469,0.00758,0.89941,0.00037,4.33235,0.64051,4.80225,0.55526,1.66859,0.03383,0.88129,0.29976,0.0,0.14462,0.23188,0.0,0.0,0.0,0.53252,0.0,0.64741,0.0,0.0
0.0,0.00473,0.00763,0.89752,0.00036,4.33661,0.64919,4.87325,0.55261,1.64444,0.03399,0.9,0.29478,0.0,0.14145,0.232,0.0,0.0,0.0,0.53903,0.0,0.63318,0.0,0.0
0.78678,0.00431,0.00893,0.82489,0.00029,2.8766,0.64051,4.71432,0.57362,1.12594,0.02611,0.64698,0.27035,0.0,0.12702,0.17938,0.0,0.0,0.0,0.61993,0.0,0.83327,0.0,0.0
0.79269,0.00453,0.00801,0.97385,0.00044,4.33235,0.70277,4.80225,0.57026,1.47931,0.03648,0.88129,0.27812,0.0,0.1597,0.2398,0.0,0.0,0.0,0.54416,0.0,0.56232,0.0,0.0
0.80765,0.00443,0.00592,0.94687,0.00033,5.0,0.80985,4.00519,0.6769,1.5976,0.03403,0.73223,0.38278,0.0,0.13292,0.28683,0.0,0.0,0.0,0.55592,0.0,0.7297,0.0,0.0
0.0,0.00464,0.00779,0.90353,0.00037,4.17015,0.65129,4.81456,0.56181,1.67793,0.03383,0.9,0.30899,0.0,0.13921,0.23188,0.0,0.0,0.0,0.53732,0.0,0.63635,0.0,0.0
0.81392,0.00424,0.00807,0.87466,0.0004,5.0,0.72914,4.72836,0.53536,1.50215,0.0358,0.80598,0.39281,0.0,0.12729,0.27555,0.0,0.0,0.0,0.51643,0.0,0.77465,0.0,0.0
0.797,0.00537,0.00776,0.90464,0.00038,3.97637,0.62949,4.60123,0.56693,1.66859,0.03226,0.88129,0.28124,0.0,0.14462,0.23188,0.0,0.0,0.0,0.53189,0.0,0.54574,0.0,0.0
0.0,0.00428,0.00707,0.91093,0.00038,5.0,0.63136,5.84491,0.45468,1.61099,0.03141,0.9,0.36023,0.0,0.17342,0.2963,0.0,0.0,0.0,0.60024,0.0,0.76985,0.0,0.0
0.80627,0.00481,0.00758,0.89743,0.00036,4.33432,0.68777,4.67554,0.55526,1.72159,0.03352,0.89852,0.31083,0.0,0.14462,0.23169,0.0,0.0,0.0,0.54233,0.0,0.64449,0.0,0.0
0.79437,0.00545,0.00764,0.93708,0.00037,4.33235,0.64325,4.80225,0.71112,1.48523,0.03387,0.88129,0.32761,0.0,0.17025,0.25712,0.0,0.0,0.0,0.62813,0.0,0.51335,0.0,0.0
0.8017,0.00467,0.00671,0.86801,0.00039,5.0,0.84873,5.47028,0.66165,1.50215,0.03645,0.80598,0.33945,0.0,0.15916,0.27555,0.0,0.0,0.0,0.53714,0.0,0.64432,0.0,0.0
0.81001,0.00462,0.00736,0.89881,0.00037,4.33782,0.63834,4.823,0.55526,1.67627,0.03404,0.87547,0.30267,0.0,0.14486,0.23202,0.0,0.0,0.0,0.53252,0.0,0.65619,0.0,0.0
0.81552,0.00431,0.00677,0.89248,0.00038,4.96137,0.73168,4.88993,0.50333,1.49786,0.03438,0.68567,0.41145,0.0,0.12772,0.28683,0.0,0.0,0.0,0.50709,0.0,0.72986,0.0,0.0
0.80834,0.00469,0.00734,0.89941,0.00039,4.52743,0.60133,4.81915,0.52506,1.56461,0.03466,0.9,0.34264,0.0,0.13969,0.23188,0.0,0.0,0.0,0.58264,0.0,0.64741,0.0,0.0
0.81436,0.00433,0.00758,0.8992,0.00035,4.51373,0.64985,4.87713,0.55526,1.66859,0.03375,0.89417,0.29797,0.0,0.14462,0.22967,0.0,0.0,0.0,0.54135,0.0,0.61892,0.0,0.0
0.81339,0.00414,0.00676,0.91716,0.00041,4.23713,0.68389,4.82018,0.54597,1.62641,0.03356,0.8309,0.35249,0.0,0.13816,0.25039,0.0,0.0,0.0,0.55551,0.0,0.82959,0.0,0.0
0.80932,0.00437,0.00715,0.91885,0.00034,4.34774,0.64165,4.80225,0.55526,1.68893,0.03079,0.82717,0.29425,0.0,0.15374,0.23108,0.0,0.0,0.0,0.45746,0.0,0.64741,0.0,0.0
0.0,0.00356,0.00851,0.90904,0.00035,4.8909,0.69075,5.57482,0.4602,2.18858,0.02719,0.9,0.39557,0.0,0.15395,0.2926,0.0,0.0,0.0,0.56184,0.0,0.75857,0.0,0.0
0.80891,0.00403,0.00655,0.90306,0.0004,4.17442,0.58544,4.73143,0.5381,1.71594,0.03649,0.73923,0.34882,0.0,0.13483,0.2626,0.0,0.0,0.0,0.56184,0.0,0.80078,0.0,0.0
0.0,0.00455,0.00753,0.89941,0.00038,4.12451,0.62894,4.49256,0.58235,1.8483,0.03453,0.89837,0.3068,0.0,0.16079,0.2542,0.0,0.0,0.0,0.53895,0.0,0.64921,0.0,0.0
0.79497,0.00525,0.00748,0.96218,0.00047,5.0,0.79521,5.41111,0.42392,2.14531,0.03079,0.88129,0.23907,0.0,0.15194,0.26979,0.0,0.0,0.0,0.64275,0.0,0.61397,0.0,0.0
0.80879,0.00483,0.00578,0.91382,0.00035,4.08318,0.72674,6.27367,0.44184,1.17592,0.02582,0.62546,0.35982,0.0,0.16532,0.26715,0.0,0.0,0.0,0.50709,0.0,0.60814,0.0,0.0
0.80131,0.00436,0.00691,0.89035,0.00037,5.0,0.7358,4.88993,0.5034,1.49786,0.03438,0.66673,0.41145,0.0,0.1281,0.28683,0.0,0.0,0.0,0.50709,0.0,0.72341,0.0,0.0
0.0,0.00386,0.00758,0.94866,0.0004,4.20307,0.60934,5.37917,0.55526,1.83007,0.03921,0.9,0.32454,0.0,0.1575,0.22449,0.0,0.0,0.0,0.51462,0.0,0.69033,0.0,0.0
0.80634,0.00393,0.00692,0.83757,0.00036,3.90217,0.64051,4.73143,0.55884,1.71619,0.03317,0.81847,0.40867,0.0,0.14462,0.21746,0.0,0.0,0.0,0.50496,0.0,0.72281,0.0,0.0
0.0,0.00434,0.00887,0.80001,0.00036,4.20551,0.80417,4.45498,0.47521,1.37899,0.04356,0.70439,0.42493,0.0,0.12772,0.28683,0.0,0.0,0.0,0.61897,0.0,0.72986,0.0,0.0
